STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,SO2,NO2,RSPM/PM10
193,23/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,11,19,204
193,27/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,48
193,28/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,9,16,48
193,29/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,12,61
193,30/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,15,53
193,31/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,15,47
193,11/01/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,12,69
193,11/03/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,14,59
193,11/04/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,67
193,11/05/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,60
193,11/07/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,12,56
193,11/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,50
193,11/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,62
193,11/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,86
193,13/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,110
193,14/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,56
193,15/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,54
193,17/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,12,54
193,18/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,13,60
193,19/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,12,53
193,20/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,11,67
193,21/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,76
193,25/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,11,64
193,26/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,12,70
193,27/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,66
193,28/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,59
193,29/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,66
193,12/01/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,14,73
193,12/03/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,58
193,12/04/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,12,65
193,12/05/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,68
193,12/06/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,69
193,12/08/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,62
193,12/09/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,64
193,12/10/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,55
193,12/11/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,64
193,12/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,13,65
193,15/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,13,61
193,16/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,70
193,17/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,14,71
193,18/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,57
193,19/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,61
193,20/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,59
193,22/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,6,14,55
193,23/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,14,60
193,24/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,13,65
193,26/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,14,63
193,29/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,12,69
193,30/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,8,16,65
193,31/12/2014,Assam,Guwahati,Head Office Bamunimaidan Guwahati,7,14,62
519,01/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,13,241
519,01/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,276
519,01/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,196
519,01/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,229
519,01/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,13,226
519,01/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,295
519,01/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,323
519,01/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,19,225
519,01/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,316
519,13/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,19,285
519,16/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,234
519,17/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,15,214
519,18/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,205
519,20/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,234
519,21/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,18,204
519,22/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,20,229
519,24/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,19,217
519,27/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,17,261
519,28/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,17,233
519,29/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,20,301
519,30/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,214
519,02/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,22,226
519,02/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,193
519,02/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,218
519,02/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,20,232
519,02/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,304
519,02/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,316
519,02/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,188
519,02/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,19,216
519,02/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,15,231
519,13/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,235
519,15/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,372
519,17/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,103
519,18/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,12,22,188
519,19/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,19,139
519,20/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,11,20,188
519,21/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,12,19,162
519,24/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,165
519,25/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,17,180
519,26/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,12,18,178
519,27/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,11,19,226
519,28/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,11,19,149
519,03/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,12,24,171
519,03/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,13,23,188
519,03/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,196
519,03/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,179
519,03/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,196
519,03/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,213
519,03/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,179
519,03/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,219
519,03/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,14,22,217
519,13/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,16,204
519,14/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,15,26,210
519,15/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,14,22,171
519,18/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,237
519,19/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,193
519,20/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,162
519,21/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,151
519,24/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,183
519,25/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,18,146
519,26/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,157
519,27/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,184
519,28/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,20,165
519,29/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,150
519,31/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,153
519,04/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,140
519,04/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,20,139
519,04/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,11,25,186
519,04/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,23,170
519,04/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,20,160
519,04/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,20,158
519,04/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,153
519,04/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,113
519,04/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,141
519,04/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,152
519,17/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,17,108
519,19/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,21,131
519,21/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,19,160
519,22/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,144
519,23/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,18,139
519,25/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,117
519,28/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,114
519,29/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,116
519,05/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,108
519,05/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,96
519,05/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,12,52
519,05/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,18,109
519,05/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,12,76
519,05/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,53
519,05/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,9,28
519,05/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,51
519,13/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,89
519,15/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,116
519,16/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,14,109
519,17/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,15,102
519,19/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,100
519,20/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,14,88
519,21/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,97
519,22/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,77
519,23/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,18,98
519,26/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,75
519,27/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,75
519,28/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,15,52
519,29/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,37
519,30/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,69
519,31/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,73
519,06/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,16,72
519,06/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,71
519,06/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,15,57
519,06/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,28
519,06/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,55
519,06/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,17,75
519,06/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,76
519,06/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,15,61
519,06/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,44
519,06/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,14,70
519,13/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,17,51
519,16/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,13,89
519,17/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,81
519,18/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,10,56
519,19/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,11,53
519,20/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,13,40
519,21/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,43
519,23/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,56
519,24/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,10,38
519,25/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,65
519,26/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,17,59
519,27/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,58
519,30/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,67
519,07/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,64
519,07/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,13,40
519,07/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,35
519,07/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,33
519,07/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,66
519,07/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,24
519,07/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,11,36
519,07/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,11,56
519,07/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,12,49
519,07/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,13,49
519,14/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,11,15,53
519,15/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,61
519,16/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,9,14,55
519,17/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,18,50
519,18/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,15,27
519,19/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,15,46
519,21/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,79
519,22/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,18,100
519,23/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,39
519,24/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,38
519,28/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,12,50
519,30/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,14,44
519,31/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,46
519,08/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,44
519,08/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,22
519,08/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,38
519,08/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,35
519,08/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,32
519,08/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,12,31
519,08/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,13,39
519,08/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,52
519,08/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,40
519,13/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,10,25
519,14/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,34
519,16/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,32
519,19/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,55
519,20/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,12,41
519,22/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,10,14,79
519,25/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,42
519,26/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,79
519,28/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,71
519,29/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,72
519,09/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,11,42
519,09/02/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,11,58
519,09/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,79
519,09/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,12,94
519,09/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,13,44
519,09/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,13,50
519,09/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,12,50
519,09/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,12,44
519,09/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,16,45
519,09/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,48
519,09/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,47
519,15/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,12,52
519,16/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,31
519,18/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,81
519,19/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,10,54
519,20/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,3,8,42
519,22/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,9,41
519,23/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,9,51
519,24/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,9,54
519,25/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,11,67
519,26/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,10,40
519,29/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,10,70
519,30/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,11,66
519,10/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,NA,NA,40
519,10/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,51
519,10/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,74
519,13/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,17,88
519,14/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,4,10,43
519,16/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,50
519,17/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,44
519,18/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,15,57
519,20/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,68
519,21/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,48
519,22/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,13,48
519,24/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,12,44
519,27/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,54
519,28/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,62
519,29/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,56
519,30/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,14,55
519,31/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,43
519,11/01/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,15,46
519,11/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,55
519,11/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,85
519,11/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,139
519,11/07/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,120
519,11/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,138
519,11/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,104
519,11/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,143
519,13/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,114
519,14/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,61
519,15/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,15,69
519,17/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,12,52
519,18/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,58
519,19/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,58
519,20/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,55
519,21/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,61
519,25/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,61
519,26/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,64
519,27/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,13,71
519,28/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,5,15,61
519,29/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,69
519,12/03/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,70
519,12/04/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,74
519,12/05/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,68
519,12/06/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,61
519,12/08/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,60
519,12/09/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,61
519,12/10/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,17,60
519,12/11/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,63
519,12/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,55
519,15/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,58
519,16/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,16,59
519,17/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,64
519,18/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,14,70
519,19/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,61
519,20/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,71
519,22/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,16,60
519,23/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,70
519,24/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,7,15,64
519,26/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,8,15,59
519,29/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,14,67
519,30/12/2014,Assam,Guwahati,ITI Building Gopinath Nagar Guwahati,6,16,60
596,01/01/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,8,16,224
596,01/02/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,6,15,194
596,01/03/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,6,15,194
596,01/04/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,7,16,315
596,01/06/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,10,16,63
596,01/07/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,9,20,153
596,01/08/2014,Assam,Guwahati,Khanapara Central Dairy Guwahati Dist Kamrup,11,18,195
