STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,SO2,NO2,RSPM/PM10,SPM
384,22/12/2010,West Bengal,Durgapur,"Kwality Hotel, Benachiti, Durgapur",9.7,65.7,206,444
384,25/12/2010,West Bengal,Durgapur,"Kwality Hotel, Benachiti, Durgapur",8.8,67.4,154,318
384,28/12/2010,West Bengal,Durgapur,"Kwality Hotel, Benachiti, Durgapur",10.3,67,244,524
384,30/12/2010,West Bengal,Durgapur,"Kwality Hotel, Benachiti, Durgapur",9.4,73.4,245,518
385,1/2/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",9.5,73.8,194,392
385,1/4/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",9.7,77.4,227,473
385,1/9/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",9,79.1,138,294
385,13/01/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",9.4,83.5,174,376
385,15/01/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.1,80,131,307
385,17/01/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.8,80.9,134,289
385,22/01/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.4,78.3,118,253
385,26/01/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.6,76.7,113,244
385,28/01/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.5,78.7,114,248
385,2/1/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.3,76.9,112,249
385,2/3/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.3,81.1,167,347
385,2/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.1,75.6,130,282
385,13/02/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.4,72.7,124,260
385,16/02/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.6,72.1,132,291
385,19/02/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.4,72.9,111,243
385,21/02/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.1,72.3,110,247
385,23/02/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.5,73.8,157,343
385,3/3/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.1,67.9,128,278
385,3/5/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.2,69.8,101,231
385,3/8/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.6,67.4,80,179
385,13/03/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.3,70.4,126,277
385,16/03/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.8,69.1,100,221
385,18/03/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.6,71.4,119,270
385,21/03/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8,73.3,132,287
385,25/03/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7,69.9,102,225
385,29/03/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.8,68,79,183
385,4/3/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.8,66.2,86,188
385,4/7/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,64.8,97,208
385,4/9/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8,68.8,157,330
385,4/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.2,61.9,84,183
385,16/04/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.7,63,66,170
385,19/04/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8,65.9,91,201
385,22/04/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.7,70.1,135,288
385,27/04/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.5,52.7,106,235
385,29/04/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.2,58.2,66,161
385,5/2/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.7,61.2,82,191
385,5/6/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.1,56.3,65,127
385,5/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7,58.6,81,162
385,14/05/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.8,59.4,87,200
385,17/05/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.2,60.6,66,139
385,22/05/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,59.3,63,129
385,25/05/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.9,62,66,130
385,28/05/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.1,63.1,51,129
385,30/05/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.3,64.7,67,178
385,6/3/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.7,63.3,60,145
385,6/9/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.1,61.2,65,144
385,6/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.3,58,49,117
385,13/06/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.1,56.2,53,134
385,19/06/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.9,56.9,32,85
385,21/06/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.3,57.9,92,181
385,24/06/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.2,52.3,41,93
385,29/06/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.3,45.2,37,81
385,7/2/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.9,50.8,31,77
385,7/6/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.2,52,29,65
385,7/8/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,50.8,40,103
385,7/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.3,52.8,66,136
385,17/07/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.2,53.8,29,72
385,19/07/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,56.9,29,80
385,22/07/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,59.3,36,90
385,25/07/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.9,58.2,33,77
385,28/07/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.5,56.3,34,90
385,8/1/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.3,51.7,37,96
385,8/5/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.4,52.4,29,75
385,8/9/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.9,55.1,67,159
385,14/08/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.8,49.7,56,130
385,18/08/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.7,52.8,69,149
385,20/08/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",4.6,46.8,51,108
385,24/08/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.1,44.9,44,77
385,27/08/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.7,46,38,81
385,30/08/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",4.8,45.3,42,78
385,9/3/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.3,46.2,51,112
385,9/5/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.7,47.3,57,137
385,9/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.3,43.8,38,81
385,13/09/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5,44.6,83,149
385,16/09/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.2,47.3,29,74
385,22/09/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",4.8,44,70,134
385,24/09/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.4,49,80,173
385,28/09/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.6,50.7,73,176
385,30/09/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.1,47.6,92,189
385,10/4/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",5.9,48.6,71,175
385,10/7/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",4.9,35.8,24,54
385,10/10/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.6,45.3,66,149
385,10/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.1,51,84,196
385,20/10/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8,57.3,56,126
385,22/10/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.3,56.1,75,172
385,27/10/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.4,55.3,113,237
385,30/10/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.6,54.2,92,200
385,11/2/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.8,55.3,63,139
385,11/5/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",13.2,57.9,189,392
385,11/8/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.8,55.2,87,195
385,11/10/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,55.9,88,196
385,15/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.7,58.4,119,257
385,18/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.8,58.8,94,201
385,21/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.2,60.1,121,270
385,27/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.8,62.6,116,248
385,29/11/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7,62.2,132,285
385,12/2/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7,59.2,109,232
385,12/6/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.7,55.4,83,229
385,12/8/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",6.1,46.9,84,153
385,12/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7,49.9,111,244
385,17/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.4,52.6,112,229
385,22/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",8.3,56.4,156,338
385,25/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.9,56.2,159,343
385,28/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",9.4,59,165,347
385,30/12/2010,West Bengal,Durgapur,"PCBL Club, Biddhanagar, Durgapur",7.6,57.3,207,434
383,1/2/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",12.9,97.8,470,930.6666667
383,1/4/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",12.4,100.1,492,976.3333333
383,1/9/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.8,95.6,413,829.6666667
383,13/01/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.5,93,469,963.3333333
383,15/01/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.6,91.9,285,616.6666667
383,17/01/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.9,90.1,294,609.3333333
383,22/01/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.4,95.6,335,685
383,26/01/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.7,97.1,366,743.3333333
383,28/01/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.3,94.3,381,780
383,2/1/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.5,93.4,496,1016.333333
383,2/3/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.6,90.8,458,919.3333333
383,2/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.3,85.2,380,769
383,13/02/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,84.2,303,631
383,16/02/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.4,82.2,255,535.3333333
383,19/02/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.1,84.6,263,561
383,21/02/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.6,86.9,349,734.6666667
383,23/02/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.2,87.9,352,736.3333333
383,3/3/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.3,79.8,392,803
383,3/5/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.2,78.2,275,580.3333333
383,3/8/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.5,80,369,762
383,13/03/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9,83.6,318,663
383,16/03/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.8,78.3,266,563.6666667
383,18/03/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.1,80.7,331,685.3333333
383,21/03/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,82.3,249,515
383,25/03/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.8,79.4,162,365
383,29/03/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9,77.1,171,367
383,4/3/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.3,73.9,150,320.6666667
383,4/7/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.8,72.9,167,357.3333333
383,4/9/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.8,77.4,264,558
383,4/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.1,76.3,146,327
383,16/04/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.9,73.6,125,268.3333333
383,19/04/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,77.4,119,256
383,22/04/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,79.4,193,418.3333333
383,27/04/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.6,63.6,92,212
383,29/04/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,70.7,112,263
383,5/2/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.1,75.2,147,334
383,5/6/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.5,68.3,114,220.6666667
383,5/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,67.2,96,215.6666667
383,14/05/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.6,69.2,284,592
383,17/05/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,73.9,131,281.6666667
383,22/05/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,72.1,83,191.6666667
383,25/05/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.6,74.6,92,213.6666667
383,28/05/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.9,74.4,101,230
383,30/05/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,76,89,221
383,6/3/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10,72.6,110,239.3333333
383,6/9/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.2,72.2,95,220
383,6/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.2,70.3,86,187.3333333
383,13/06/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.4,68.6,56,142
383,19/06/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8,70.3,79,192.6666667
383,21/06/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,68.2,95,212.6666667
383,24/06/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.6,66.1,74,168.3333333
383,29/06/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.5,62.1,75,167
383,7/2/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.9,66.1,86,192.6666667
383,7/6/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,65.4,120,250
383,7/8/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.3,65.6,65,153
383,7/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.9,67.1,81,191
383,17/07/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,64.7,60,147.6666667
383,19/07/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.2,70.6,77,182.6666667
383,22/07/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,73.2,60,146.3333333
383,25/07/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.5,70.7,99,209.3333333
383,28/07/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,66.9,71,168
383,8/1/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.8,62.2,67,161.3333333
383,8/5/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.2,67.6,138,299.6666667
383,8/9/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,69,122,281.3333333
383,14/08/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8,65.2,86,194.3333333
383,18/08/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.8,65.2,85,205
383,20/08/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.1,56.9,97,199.6666667
383,24/08/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.3,54.3,52,104.6666667
383,27/08/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.4,54.9,64,152
383,30/08/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.4,58.7,93,169
383,9/3/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8,58.2,104,222.3333333
383,9/5/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.3,59.9,77,186
383,9/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.9,57,79,165
383,13/09/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",6.7,58.1,144,267.6666667
383,16/09/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.6,58.6,69,158
383,22/09/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.8,57.7,114,224
383,24/09/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9,62.1,150,337
383,28/09/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.8,64,177,395
383,30/09/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,59.5,190,381.6666667
383,10/4/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.1,62.6,167,376
383,10/7/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",6.4,48.4,47,116
383,10/10/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.5,60.6,100,238
383,10/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.3,65.2,172,390.6666667
383,20/10/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10,71.2,180,386.3333333
383,22/10/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9,67.9,162,345.3333333
383,27/10/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.8,71.2,293,590.6666667
383,30/10/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.3,68.1,228,489.3333333
383,11/2/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,69.2,198,412
383,11/5/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",13.2,71,284,581.6666667
383,11/8/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,70.6,187,399.6666667
383,11/10/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.2,73.3,184,383
383,15/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",8.7,77.8,188,399
383,18/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,76.9,288,597
383,21/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.2,78.3,321,659.3333333
383,27/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.8,80,312,625.3333333
383,29/11/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.7,76.7,343,718.3333333
383,12/2/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.9,72.2,382,784.6666667
383,12/6/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",9.2,70.1,240,491
383,12/8/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",7.9,58.4,124,226.3333333
383,12/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.3,62.8,220,474.6666667
383,17/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",10.5,71.4,464,979.3333333
383,22/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",12.1,74.1,461,934
383,25/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.7,81.1,389,815.6666667
383,28/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",12.6,76.2,523,1050.666667
383,30/12/2010,West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",11.9,80.3,578,1190
663,1/6/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.9,55.2,131,295
663,1/10/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.4,52.2,130,306
663,1/12/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.2,49.8,125,323
663,14/01/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.5,51.6,93,222
663,17/01/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13.2,53.9,66,144
663,21/01/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.7,55.2,51,132
663,25/01/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13.9,57.2,98,242
663,27/01/2010,West Bengal,Haldia,"Bhabanipur, Haldia",14.3,57.2,113,273
663,2/1/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.6,58.5,123,300
663,2/4/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.5,57.5,127,281
663,2/6/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13,54.1,128,276
663,2/11/2010,West Bengal,Haldia,"Bhabanipur, Haldia",11.8,57.2,127,311
663,16/02/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.1,55.3,70,145
663,19/02/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13.2,57.9,94,213
663,22/02/2010,West Bengal,Haldia,"Bhabanipur, Haldia",14.8,56.6,101,217
663,27/02/2010,West Bengal,Haldia,"Bhabanipur, Haldia",14,57.7,70,166
663,3/6/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.7,52.7,67,147
663,3/9/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.8,46.7,132,289
663,16/03/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.9,45.6,45,109
663,20/03/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.6,47.9,74,178
663,23/03/2010,West Bengal,Haldia,"Bhabanipur, Haldia",15.8,46.8,40,96
663,26/03/2010,West Bengal,Haldia,"Bhabanipur, Haldia",14.3,53.6,43,106
663,28/03/2010,West Bengal,Haldia,"Bhabanipur, Haldia",15.4,50.3,40,93
663,31/03/2010,West Bengal,Haldia,"Bhabanipur, Haldia",15.9,57.9,34,87
663,4/5/2010,West Bengal,Haldia,"Bhabanipur, Haldia",15.8,47,34,76
663,4/8/2010,West Bengal,Haldia,"Bhabanipur, Haldia",16.2,45.6,27,63
663,4/11/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13.1,51.3,27,72
663,15/04/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13.5,49.1,25,60
663,18/04/2010,West Bengal,Haldia,"Bhabanipur, Haldia",14.2,54.1,46,111
663,21/04/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.6,58.8,27,66
663,25/04/2010,West Bengal,Haldia,"Bhabanipur, Haldia",11.9,48.6,49,123
663,28/04/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.7,52.1,41,107
663,5/4/2010,West Bengal,Haldia,"Bhabanipur, Haldia",13.6,57.5,35,91
663,5/7/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.4,55.6,33,83
663,5/10/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.4,57,43,112
663,13/05/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.5,58.3,42,105
663,18/05/2010,West Bengal,Haldia,"Bhabanipur, Haldia",14.1,51.2,59,153
663,21/05/2010,West Bengal,Haldia,"Bhabanipur, Haldia",11.7,46.4,44,115
663,25/05/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.4,52.2,39,94
663,29/05/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.6,46.8,32,77
663,6/2/2010,West Bengal,Haldia,"Bhabanipur, Haldia",11.7,46.1,32,85
663,6/5/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.5,40.9,31,74
663,6/9/2010,West Bengal,Haldia,"Bhabanipur, Haldia",11,46.2,47,124
663,13/06/2010,West Bengal,Haldia,"Bhabanipur, Haldia",12.1,45.8,149,59
663,17/06/2010,West Bengal,Haldia,"Bhabanipur, Haldia",10.5,49.6,43,104
