STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,SO2,NO2,RSPM/PM10,SPM
386,1/1/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10,80.1,252,525
386,1/3/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10.6,84.1,248,516
386,1/8/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.8,85.2,253.6666667,527
386,1/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,77.6,255.3333333,521
386,14/01/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,84.8,241.6666667,511
386,18/01/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,80.6,199.3333333,410
386,23/01/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.8,87.2,264.6666667,555
386,27/01/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9,82.8,230.3333333,477
386,30/01/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,85.6,201.6666667,432
386,2/2/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10.1,83.5,246.6666667,511
386,2/4/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,81.1,179,378
386,2/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10.1,83.6,314.3333333,659
386,2/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,80.2,188,421
386,14/02/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.5,76.3,148.6666667,333
386,20/02/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,79.6,231.6666667,489
386,22/02/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,81.6,255.6666667,547
386,24/02/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9,77.6,214,457
386,3/4/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.8,76,168.6666667,370
386,3/6/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,74.7,138.6666667,313
386,3/9/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.7,74.2,124,287
386,3/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.7,74.6,215.3333333,477
386,17/03/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.1,73.1,150,344
386,19/03/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10,77.9,248,517
386,22/03/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.7,76.4,207.6666667,437
386,26/03/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,70.3,130,295
386,28/03/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,75.6,140,331
386,4/2/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,77.7,189,391
386,4/8/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,73.2,173.6666667,376
386,4/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,74.5,212.6666667,449
386,4/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.4,71.4,99.66666667,231
386,17/04/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.9,73,104.3333333,232
386,20/04/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,76.3,165,353
386,23/04/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,72.2,90.66666667,208
386,25/04/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.5,73.6,119.3333333,273
386,28/04/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.2,71.9,76.66666667,185
386,5/5/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7,68.1,74.66666667,161
386,5/7/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7,62.7,90.66666667,175
386,5/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.8,65.1,90,187
386,13/05/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,66.9,82.66666667,195
386,16/05/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.8,68.9,80.33333333,179
386,21/05/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.9,65.6,64.66666667,133
386,24/05/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,70.4,50,117
386,29/05/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9,72.1,69.33333333,179
386,31/05/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.7,70.8,82.33333333,190
386,6/2/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,66.7,58.66666667,135
386,6/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.7,64.8,53.66666667,131
386,6/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.4,63.1,52.33333333,142
386,14/06/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.1,65.7,41,101
386,18/06/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.6,67.3,45,105
386,22/06/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.3,60.9,38.66666667,89
386,25/06/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.9,62.3,33,82
386,27/06/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7,56.4,54.33333333,126
386,7/1/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8,62.2,75,170
386,7/7/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.4,58.7,42,115
386,7/9/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.9,59.6,48.33333333,121
386,13/07/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6,57.6,62.66666667,150
386,15/07/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.7,61.7,49.33333333,111
386,18/07/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.9,66,51.66666667,133
386,24/07/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6,58.2,46.33333333,116
386,26/07/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",5.7,51.7,44.66666667,120
386,30/07/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6,49.4,50.66666667,126
386,8/2/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.7,55.2,49,111
386,8/6/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.6,56.9,42,102
386,8/8/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.3,62.1,59.66666667,140
386,13/08/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.4,56.3,56.66666667,135
386,19/08/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",5.4,49.3,42.33333333,92
386,21/08/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.2,49.7,44,91
386,25/08/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.4,54.3,58,118
386,28/08/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6,56.7,45,95
386,31/08/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.4,58.8,46,101
386,9/4/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6,57.1,51,119
386,9/6/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",5.8,54.7,48,114
386,9/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6,52,61.66666667,129
386,9/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.7,56,78.33333333,164
386,18/09/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",5,49.7,28,56
386,21/09/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",5.8,51.6,71.66666667,142
386,23/09/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.4,56.4,74.33333333,153
386,27/09/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.2,61,95.66666667,220
386,29/09/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.5,64.4,106.6666667,242
386,10/3/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.3,63.6,141.3333333,303
386,10/8/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",6.6,56.8,44.33333333,103
386,10/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.8,66.8,61,158
386,13/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.7,72.9,111.3333333,251
386,21/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.6,63.7,82,174
386,23/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.8,63.9,86,200
386,26/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.7,68.1,150.6666667,328
386,29/10/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.1,67,211.6666667,445
386,11/1/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.6,65.7,60,140
386,11/5/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",13.1,66.8,173.3333333,358
386,11/9/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.6,68.8,143.6666667,309
386,11/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.8,69.2,188,391
386,17/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.7,71.2,273.6666667,569
386,20/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.2,69,91,203
386,22/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.5,72.1,224.6666667,463
386,26/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8,67,154.3333333,332
386,28/11/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8.8,69,178.3333333,384
386,12/1/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",8,66.3,156.6666667,344
386,12/5/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.3,62.6,118.6666667,246
386,12/9/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",7.7,60.1,176.6666667,332
386,13/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,65.7,248,536
386,18/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.4,66.6,266.6666667,553
386,21/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.2,70.7,247.3333333,531
386,24/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10.3,69.4,395.6666667,817
386,27/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",10.3,72.3,309.6666667,668
386,29/12/2010,West Bengal,Asansol,"Asansol Municipal Corporation, Asansol",9.4,69.6,329,724
593,1/2/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",12,90.5,339,700
593,1/4/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",11.3,87.5,322.3333333,673.6666667
593,1/9/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.6,91.9,305.6666667,644.3333333
593,13/01/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.8,90.2,367.3333333,746.6666667
593,15/01/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.9,88.9,240.3333333,512.3333333
593,17/01/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.1,89.7,246.6666667,516.3333333
593,22/01/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",11.3,93.8,356.6666667,713.6666667
593,26/01/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.6,89.9,293.6666667,613.6666667
593,28/01/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",11.1,88.6,298.6666667,626.3333333
593,2/1/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",11.3,89.5,312.3333333,632.3333333
593,2/3/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.4,87.3,297.6666667,623.6666667
593,2/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.1,84.2,232.6666667,490
593,13/02/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.4,79.4,201.6666667,422.3333333
593,16/02/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.8,77.2,170,361.3333333
593,19/02/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.6,79.1,209.3333333,450.6666667
593,21/02/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.8,81.6,184,408
593,23/02/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,79.1,185.3333333,403.3333333
593,3/3/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.2,76.8,204.6666667,440
593,3/5/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.2,74.5,193,420
593,3/8/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.4,76.7,240.6666667,509.3333333
593,13/03/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.5,76.6,220,465.6666667
593,16/03/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.2,74.7,145.6666667,325.6666667
593,18/03/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.5,77.3,205.6666667,435.3333333
593,21/03/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.8,78.3,172,374
593,25/03/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.2,77.1,119.6666667,270.3333333
593,29/03/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,77.9,122.6666667,261.6666667
593,4/3/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,77.9,115.3333333,258.3333333
593,4/7/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.9,75.4,131.6666667,293.3333333
593,4/9/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.7,75.8,159.6666667,345.3333333
593,4/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,74.9,123.6666667,269.3333333
593,16/04/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.4,69.9,107.6666667,255
593,19/04/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.8,72.6,106.3333333,234.6666667
593,22/04/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.2,76.3,136,285.3333333
593,27/04/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.5,60.9,70.33333333,171.3333333
593,29/04/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.4,72.3,85.66666667,200
593,5/2/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.7,73,106.6666667,249.3333333
593,5/6/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.3,67.5,73,161.6666667
593,5/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.1,64.9,84.66666667,194
593,14/05/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.9,70.6,96,210.3333333
593,17/05/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.5,71.5,68.33333333,147.3333333
593,22/05/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,70.4,56.66666667,124
593,25/05/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.8,71.8,71.66666667,159
593,28/05/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.3,70.1,56.66666667,142.3333333
593,30/05/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9,71.7,61.66666667,159.6666667
593,6/3/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.2,69.2,65.66666667,158
593,6/9/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.1,72.9,62,156
593,6/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,68.3,54.66666667,147
593,13/06/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,64,44.33333333,123.3333333
593,19/06/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.2,65.3,55.33333333,135.6666667
593,21/06/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,68.3,61,157.6666667
593,24/06/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,65.6,36.5,107
593,29/06/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.8,58,54,117.3333333
593,7/2/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.3,60.8,35.33333333,105.3333333
593,7/6/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.4,59.1,24.66666667,75.66666667
593,7/8/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.1,61.7,34.33333333,88
593,7/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.4,66.9,77,176.6666667
593,17/07/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.3,68,36.33333333,92.66666667
593,19/07/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,66.3,31.66666667,91.66666667
593,22/07/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.6,68.7,37,97.33333333
593,25/07/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.8,65.9,37.66666667,89.66666667
593,28/07/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.8,62.8,33.33333333,93.33333333
593,8/1/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.3,61.3,45,115.6666667
593,8/5/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.4,62,34.66666667,85
593,8/9/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,64.3,61.66666667,155
593,14/08/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.4,61.3,49.33333333,117.3333333
593,18/08/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.4,64.1,44.33333333,106.3333333
593,20/08/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.2,54.3,61,139
593,24/08/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6,49.1,34.33333333,78.33333333
593,27/08/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.5,49.7,33.66666667,80.33333333
593,30/08/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.2,51.7,46,98.66666667
593,9/3/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.7,51.2,36.33333333,86.66666667
593,9/5/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.4,51.9,48.33333333,120.6666667
593,9/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.6,50.7,42,93.33333333
593,13/09/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6,50.7,73,146.6666667
593,16/09/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",5.4,53.4,30.33333333,80.66666667
593,22/09/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.4,50.3,62.66666667,132
593,24/09/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.4,52.7,91,216
593,28/09/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.9,53.7,107,258.3333333
593,30/09/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.1,54,125.6666667,264.6666667
593,10/4/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.8,55.7,103.6666667,252
593,10/7/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",5.4,46.8,27.66666667,66.66666667
593,10/10/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",6.6,51,60,166
593,10/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.3,57.1,158.3333333,342.6666667
593,20/10/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,60.1,95.66666667,212.3333333
593,22/10/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.1,61,96.33333333,207.3333333
593,27/10/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.3,64.3,192.3333333,387
593,30/10/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.3,65.9,200,413.3333333
593,11/2/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.6,64.6,94.33333333,200
593,11/5/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",11.2,66.6,194.6666667,415
593,11/8/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.7,64.1,107,231.3333333
593,11/10/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8,62.6,149.3333333,321.3333333
593,15/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.3,66.8,152,317.6666667
593,18/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,65.1,199,412.3333333
593,21/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.4,68.3,261.3333333,532.3333333
593,27/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.9,70.6,198.3333333,409.6666667
593,29/11/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.7,71.6,216.3333333,457.6666667
593,12/2/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.5,67,261,540.3333333
593,12/6/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.4,61.3,130,259.6666667
593,12/8/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",7.2,52.8,89,166.3333333
593,12/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.4,59.7,242.6666667,522
593,17/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",8.8,62.3,237.6666667,502
593,22/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9,63,268.3333333,556.6666667
593,25/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.1,65.2,328.6666667,665.3333333
593,28/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",9.4,70.7,292.6666667,623.6666667
593,30/12/2010,West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",10.3,68.1,338.6666667,706.6666667
592,1/1/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.8,74.7,284.6666667,585
592,1/3/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",10.2,79.6,306.3333333,630
592,1/8/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.4,81.3,261,543
592,1/12/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9,75.9,234,474
592,14/01/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.4,81.1,265,551
592,18/01/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.1,79.2,262,549
592,23/01/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.5,82.6,265.6666667,557
592,27/01/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.7,80.4,223.6666667,468
592,30/01/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.9,82.6,275,583
592,2/2/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.5,78.7,220.3333333,458
592,2/4/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.7,75.9,194.3333333,408
592,2/10/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.3,74,181.3333333,378
592,2/12/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9,74.9,281.6666667,600
592,14/02/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.3,71.2,161,349
592,20/02/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.2,73.7,217.3333333,461
592,22/02/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.5,76.3,241,512
592,24/02/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.3,73.8,217.6666667,462
592,3/4/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.5,73.6,215,467
592,3/6/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.6,75.6,247.3333333,538
592,3/9/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8,74.8,172.3333333,381
592,3/11/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.2,76.2,289.3333333,601
592,17/03/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",7.4,70.8,136,317
592,19/03/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.8,72.9,235.3333333,502
592,22/03/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.3,74.6,294.3333333,613
592,26/03/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.2,68.3,134.6666667,326
592,28/03/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.7,71.6,198.6666667,443
592,4/2/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9,74.8,234.3333333,479
592,4/8/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.6,70,202,434
592,4/10/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.2,69.7,256,536
592,4/12/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.2,67.7,108.3333333,246
592,17/04/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.3,70.1,148.3333333,318
592,20/04/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.2,72.7,224.6666667,469
592,23/04/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.1,69.3,137,306
592,25/04/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.4,70.1,146.3333333,329
592,28/04/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",7.7,68.6,99.66666667,230
592,5/5/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",6.8,64.3,69.66666667,146
592,5/7/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",6.8,60,86.33333333,190
592,5/11/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",7.3,62.9,96.66666667,213
592,13/05/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.7,64.6,96,214
592,16/05/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.2,66.7,88.33333333,190
592,21/05/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",7.4,62.6,53.66666667,114
592,24/05/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",7.7,67.4,67.33333333,149
592,29/05/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",8.6,69.4,71.66666667,176
592,31/05/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",9.2,67.1,105,233
592,6/2/2010,West Bengal,Asansol,"Burnpur Town Department, Burnpur",7.9,65.9,68.33333333,151
